,a,b,c,d
0,0.3059976,0.0,0.73850936,0.07528116
1,0.098747894,0.2871062,0.87298435,0.7193396
2,0.6145806,0.005196819,1.0,0.3277382
3,0.013137462,0.025677899,0.71402097,0.3293749
4,0.55210817,0.58092636,0.9824371,1.0
5,0.0032178753,0.124154486,0.49033397,0.24577329
6,0.071413934,0.001556673,0.8760049,0.2639152
7,0.53441906,0.5741501,0.97832215,0.99735016
8,0.31561214,0.0016851282,0.8630453,0.08905466
9,0.0,0.18298715,0.47219035,0.27968442
10,0.04257004,0.0082720565,0.9292104,0.4069597
11,0.61974776,0.6924147,0.7197247,0.7685149
12,0.0027240498,0.13086481,0.5878337,0.33334
13,0.0,0.06301427,0.5456815,0.28057224
14,0.10485166,0.11666599,0.9149793,0.81537807
15,0.00980952,0.0,0.96096945,0.3637945
16,0.03766444,0.014156599,0.93628097,0.3291171
17,0.49932167,0.0860338,0.65246975,0.17691012
18,0.29211226,0.0028522776,0.8610722,0.08976939
19,0.0,0.014125633,0.6585323,0.21311437
20,0.015612997,0.16760573,0.91985214,0.7936909
21,0.68665254,0.09192972,0.81478256,0.19753532
22,0.17056705,0.0,0.88465965,0.16516872
23,0.3719956,0.028156929,0.9974972,0.9145233
24,0.26675528,0.00075992104,0.8461723,0.11534269
25,0.6294786,0.0,1.0,0.32146552
26,0.0,0.21702354,0.46223623,0.30847543
27,0.40170166,0.0,0.8782695,0.08981977
28,0.38824424,0.02174158,0.85651773,0.079150006
29,0.0,0.0,1.0,0.57818645
30,0.5187052,0.56855357,0.98521143,0.98490477
31,0.07588598,0.01620325,1.0,0.35686713
32,0.41296825,0.052914277,0.7646759,0.34915596
33,0.65637994,0.55775285,0.92635,0.7346443
34,0.08369431,0.27074888,0.95961344,0.7347092
35,0.55689025,0.5651373,0.9705709,0.8087608
36,0.032119803,0.0022179794,0.8890375,0.47000766
37,0.6333409,0.0038150954,0.80966216,0.044549882
38,0.09721466,0.3236534,0.6167541,0.7238761
39,0.0,0.11750236,0.6416866,0.3298558
40,0.5170106,0.55839056,0.99748856,0.9897348
41,0.38612473,0.024652213,0.92934126,0.2669377
42,0.56385505,0.8246874,0.6385313,0.92023003
43,0.7537283,0.60070026,0.9883954,0.7455422
44,0.31149426,0.3943177,0.9947315,0.96846503
45,0.0031917065,0.24474876,0.45703593,0.3255053
46,0.53855354,0.54248947,0.9740554,1.0
47,0.51381767,0.62885255,0.7119843,0.832507
48,0.36566964,0.47650748,1.0,1.0
49,0.5424174,0.58945024,0.9561524,0.98929805
50,0.56280166,0.5596855,0.96013695,0.8051947
51,0.22887412,0.0075012585,0.918855,0.1740707
52,0.6262719,0.0,0.9916441,0.3191225
53,0.48113874,0.07622344,0.71358484,0.17788352
54,0.68476933,0.6291023,0.98651665,0.7868103
55,0.433363,0.0,0.9866563,0.2711401
56,0.73449016,0.59339064,0.979171,0.7476665
57,0.6579631,0.5641463,0.97346985,0.7233127
58,0.59135145,0.008670933,0.9053893,0.088573724
59,0.6172373,0.011195764,0.99444705,0.3113427
60,0.0,0.0,1.0,0.60425043
61,0.5137079,0.022438956,0.86952996,0.07393905
62,0.44579998,0.0042646406,0.9565648,0.2797235
63,0.32985324,0.0013358736,0.88664603,0.09212335
64,0.3769368,0.5162531,0.9896267,0.9724242
65,0.5659509,0.0,0.98514897,0.6265087
66,0.8124292,0.66324127,1.0,0.8046653
67,0.0055471295,0.122371286,0.9691065,0.7464491
68,0.32050404,0.010410011,0.813213,0.068106145
69,0.01884196,0.027524356,0.6802496,0.55126464
70,0.49391094,0.50807625,0.97851515,0.99131614
71,0.32603157,0.42220446,0.93773705,0.9295633
72,0.6718254,0.56455845,0.96599936,0.7180201
73,0.31986234,0.39398214,0.9883345,0.93436635
74,0.06451202,0.019113293,0.985098,0.34150237
75,0.6327855,0.003265438,0.83094144,0.044289168
76,0.20419632,0.31422243,0.9121792,0.87310225
77,0.50817305,0.64336395,0.6386721,0.8227103
78,0.3582652,0.015436663,0.8186114,0.10412008
79,0.28289354,0.00011205673,0.9471078,0.11863913
80,0.36981434,0.0008324337,0.9228286,0.1971978
81,0.48842484,0.0,0.9278461,0.12134355
82,0.7058818,0.6157664,0.9538508,0.76162887
83,0.56307477,0.5456201,0.9664885,0.81083554
84,0.4082975,0.008392067,0.983012,0.24243091
85,0.6847417,0.0,1.0,0.1463968
86,0.05841352,0.19046664,0.7736236,0.71887666
87,0.6344688,0.013529811,0.94309235,0.063843355
88,0.38608244,0.050711785,0.9893184,0.87749755
89,0.0,0.018132228,0.9488078,0.38599807
90,0.48472312,0.13396041,0.7449179,0.35373938
91,0.65955,0.542642,0.8672504,0.7006242
92,0.31415614,0.024606094,0.93658733,0.3687159
93,0.6608704,0.5629829,0.8357113,0.6991305
94,0.49809888,0.5483641,0.98643285,0.9904782
95,0.6242427,0.0055910465,0.90989566,0.0626821
96,0.6172537,0.0,0.9916078,0.35614142
97,0.18607883,0.3547093,0.9774489,0.9235985
98,0.5627148,0.82233465,0.6382453,0.9216047
99,0.0034538016,0.112761036,0.47349793,0.25206843
